uuid,barcode
e1b5faea-2447-43a8-b77b-440240458dd9,TCGA-AN-A0FS-01A-11D-A891-36
c32d5451-815d-4451-97b1-e61801574c22,TCGA-BH-A1FG-11B-12R-A13Q-07
3747637e-3ef3-454c-a89a-0874b4413753,TCGA-C8-A135-10A-02D-A113-01
b32853de-371e-4fe5-89fe-4ad4ab0d5dad,TCGA-AC-A23C-01A-12D-A166-01
93f4e59f-0f41-43e1-a6af-4da92d4d40d0,TCGA-E9-A1N8-01A-11D-A141-01
577dde85-20c6-44c0-bf77-bda22a7f58c0,TCGA-A8-A09R-01A-11R-A00Z-07
c00ad8a9-ed1d-4289-aa62-3e64cb574205,TCGA-AN-A0FF-01A-11R-A034-07
c0f6d246-c872-41a5-8135-2bdbdb1f924f,TCGA-A2-A3XX-01A-21R-A239-07
92431faf-af89-4f25-be07-61ac770b9633,TCGA-E9-A1R5-01A-11R-A14M-07
a1516cec-76ec-4a05-97a0-a56ef8490e60,TCGA-A8-A06Q-01A-11R-A034-07
5428e771-3ea8-46d1-842e-50a270d26bd3,TCGA-E9-A5UP-01A-11R-A28M-07
934935ae-037b-451d-a696-0679b07bd401,TCGA-BH-A0DP-11A-12R-A089-07
56209bc1-f94b-4aa4-a9dd-757003f36fd2,TCGA-B6-A0WY-01A-11R-A109-07
ae7a394e-b030-46d3-8cf2-c378c0afdc81,TCGA-C8-A12W-01A-11R-A115-07
91060c43-f1e3-49ea-a3c9-96def417716b,TCGA-A8-A091-01A-11R-A00Z-07
db921dd3-3d39-4b42-b2ff-dbe0f6c9f093,TCGA-GI-A2C8-01A-11R-A16F-07
8d87fbd5-8ca7-4ff6-b8b1-79f098dbca9f,TCGA-A2-A0EW-01A-21R-A115-07
56cc8f11-ba1c-48c9-8455-1f73640f9cf5,TCGA-AC-A6NO-01A-12R-A33J-07
77e51e8b-b21e-458a-9d00-217baa96d771,TCGA-BH-A0E7-01A-11R-A034-07
7125229a-2fc6-402d-bd87-ad0d3195fd49,TCGA-HN-A2NL-01A-11R-A18M-07
59858555-bc6a-4286-8280-0f8341123cac,TCGA-AR-A1AH-01A-11R-A12D-07
2a3dc057-3c00-405e-a18f-23e8c43494d4,TCGA-E2-A15A-01A-11R-A12D-07
6d505305-dc5f-4dc7-8721-817f444ff7ee,TCGA-AN-A04C-01A-21R-A034-07
7d0189e8-9726-439a-b5e4-b650bc33794b,TCGA-BH-A0C7-01B-11R-A115-07
e855de31-6adc-423f-9295-3064f2449f35,TCGA-GM-A2DO-01A-11R-A18M-07
ee39aea6-23f8-470f-863c-545ef6c5ea77,TCGA-B6-A400-01A-11R-A239-07
9c0043c4-b65a-42ca-9f02-fe1cef04beaf,TCGA-B6-A0RS-01A-11R-A084-07
2b519fff-dd2a-458e-ac2b-573167aeb7f2,TCGA-A7-A26E-01A-11R-A169-07
2e2a1326-de6e-4369-a858-e1c5f55b6ad9,TCGA-BH-A0C1-10A-01D-A12A-01
2f31e897-b3e8-49f1-a400-ccf9f00f294a,TCGA-B6-A0RH-10A-01D-A113-01
932f912c-be86-46d5-91de-b1114f18d878,TCGA-AR-A24U-01A-11D-A166-01
e06d6246-8d33-401a-b848-9b3ac920c67c,TCGA-A8-A09A-01A-11D-A011-01
774133e2-dfca-4918-9be9-8727fc99fe26,TCGA-A8-A096-01A-11R-A00Z-07
d6de88f7-5338-493f-92ea-68d2d81fbe6d,TCGA-V7-A7HQ-01A-11D-A89E-36
9568dc22-f91c-44dd-95ec-370466ee64c3,TCGA-EW-A2FR-01A-11R-A21T-07
fe3fb937-c439-4396-b075-cffb74296fdb,TCGA-E9-A1NH-01A-11D-A14G-09
762adf07-6d7a-4d02-98fb-16fffd548a93,TCGA-A8-A09A-01A-11R-A00Z-07
577cbdbd-e28e-4b73-9276-2e7dee3dae40,TCGA-AN-A0XN-01A-21D-A107-01
3774e60f-3326-409c-8077-def47cae82de,TCGA-AO-A03P-10A-01D-A012-01
e0bd84f0-9524-4bd2-aa92-7205357596e5,TCGA-E9-A1RF-01A-11R-A157-07
a2837f64-2441-4d31-befc-514f8526b1f7,TCGA-AN-A03X-01A-21R-A00Z-07
c137493f-8633-4d28-9ca9-422ebd199038,TCGA-AC-A2FO-11A-12D-A17U-01
002765bb-1866-40c7-af01-2a38cc31ba2b,TCGA-E9-A1ND-01A-11D-A897-36
2dc5eb24-fb84-455a-ae05-3b58ad2fc284,TCGA-B6-A0X4-01A-11R-A109-07
2a44099f-2229-4607-8ee5-7d179ec8090c,TCGA-LL-A5YM-01A-11D-A28A-01
253e043f-85a2-4f3e-bc62-a7ac9468b7eb,TCGA-AO-A0JF-01A-11D-A059-01
2a396f78-004b-4f59-9124-7a72ef49ba3a,TCGA-AO-A1KO-01A-31D-A13J-01
6b62d6dd-bb6f-4f39-9041-992c47b875f3,TCGA-B6-A0RH-01A-21R-A115-07
973a73f2-94d1-4a11-b781-862620ba638a,TCGA-AN-A03X-01A-21D-A011-01
5a722b14-5768-48f9-8dfa-a1db857e4842,TCGA-EW-A1PB-10A-01D-A141-01
0022cd20-f64f-4773-b9ff-a3de0b71b259,TCGA-AN-A0FN-01A-11R-A034-07
eb166054-ff70-4a86-883b-9c25a7d2b0e5,TCGA-AR-A0TX-01A-11R-A084-07
6e905cc7-c9fe-4841-bf2a-ac0640dbd056,TCGA-OL-A5DA-10A-01D-A89D-36
28b84c2b-6524-46ee-9d1e-24e7d6379af4,TCGA-EW-A1PE-01A-11R-A144-07
80eb560e-3023-4fb9-9275-c7cf6208fecd,TCGA-E2-A1IL-01A-11D-A896-36
2a8a9a64-bdc4-4db3-a522-85dba9ca3168,TCGA-AR-A1AX-01A-11D-A12N-01
ddb8fb65-cf53-41a0-8acd-a538a8754fa5,TCGA-BH-A18M-11A-33R-A12D-07
373e0f41-a47e-4f4e-88fe-9703d16a840c,TCGA-BH-A18R-01A-11R-A12D-07
1581b466-9502-491e-828b-dd9b721690cb,TCGA-E2-A1IH-01A-11R-A13Q-07
468b59da-4efc-44fc-8385-c0d72cbd0903,TCGA-GM-A2DA-01A-11D-A18N-01
8ac2e829-8d64-4cf9-ae6d-c1c3e71da913,TCGA-AR-A1AY-01A-21D-A12N-01
ada5cdcf-f9e0-4209-aa92-ac3b921bbdf4,TCGA-E2-A14X-01A-11R-A115-07
154c2a45-c63f-44e2-8027-0bb63c8c32ef,TCGA-B6-A40C-01A-11D-A238-01
e5935699-6d92-45d5-b2b1-d15992e5a378,TCGA-OL-A66P-01A-11D-A31T-01
121e8343-04df-4350-9a1d-e50ff53c0046,TCGA-E2-A150-01A-11D-A895-36
fb15b231-6bbc-4018-a4ee-a597483fede4,TCGA-E9-A1RA-01A-11D-A898-36
89b4b795-8716-4704-830e-91381919399c,TCGA-AC-A3W5-10A-01D-A229-01
2837f751-c582-4c4f-b505-276763fc21ec,TCGA-A8-A09G-01A-21D-A011-01
641c4e5d-4880-4f5e-9d1e-702cab91a6b4,TCGA-B6-A40C-01A-11R-A239-07
5e863e9f-1449-4a38-ac00-cfd7c21ba6e2,TCGA-AC-A3W5-01A-11R-A22K-07
beac0f87-a216-47c7-98b5-09eb553cce04,TCGA-LD-A74U-10A-01D-A89F-36
4c809ecb-e1cb-4e4a-b3e7-fd0d1d6618bc,TCGA-BH-A0E1-10A-01D-A059-01
e4cca964-48d9-483b-9012-7c1777a4781f,TCGA-GM-A2DC-10C-01D-A18N-01
82d46633-2eea-4b43-81b6-addab4f069b4,TCGA-AN-A0FK-01A-11R-A034-07
f3777465-2523-47ef-93cd-2e78b962a7f9,TCGA-OL-A66J-01A-11D-A29M-01
f29dbed8-35d0-4c92-985a-b0a1552f4764,TCGA-E9-A228-10A-01D-A899-36
4e2d83e9-1c33-4d20-9533-dba9bd50205d,TCGA-A2-A0SW-01A-11D-A087-01
c7646bc5-436b-4ad5-b5ae-894b2e843cda,TCGA-AO-A0JJ-01A-11R-A056-07
838bf8ee-5cfa-4c9d-86f9-ac41b5061e6b,TCGA-E9-A2JS-01A-11D-A17U-01
8603da6b-3bb9-4fff-b409-c5af2afd53b3,TCGA-A8-A08T-01A-21R-A00Z-07
3b964472-b620-438e-92c6-1a98b5c137fb,TCGA-A2-A0T5-10A-01D-A087-01
68cf1858-6d27-471c-808c-f481b40ff353,TCGA-AO-A1KR-01A-12D-A141-01
1d31a3ea-b788-4064-9037-96c948922a02,TCGA-BH-A0DS-10A-01D-A059-01
ae3bf034-ce6e-4545-a702-718fda068045,TCGA-AO-A03R-01A-21D-A036-01
84e67ae9-aa26-4d5f-a415-92e33e43fc8a,TCGA-AO-A0JJ-10A-01D-A892-36
b1f53c5e-4222-4c78-a4ec-1614685f7e5c,TCGA-D8-A147-01A-11D-A894-36
7af6afd3-bf72-4020-9040-bfaf312a7de3,TCGA-D8-A1JK-10A-01D-A13N-01
bd08e077-1618-4971-9fe7-fd00deeff9ad,TCGA-A7-A0CJ-01A-21D-A930-36
2df60b26-9217-4a14-aac0-c407c190bb96,TCGA-AC-A8OQ-10A-01D-A41E-01
90892f94-3654-4133-803a-ab36fab83e12,TCGA-A8-A09V-10A-01D-A88Z-36
a8ab2eb8-9da3-494f-b740-dc3f4185acb2,TCGA-A8-A09C-01A-11R-A00Z-07
2faa9332-e577-4884-94e4-b895827db8b6,TCGA-C8-A12Q-01A-11R-A115-07
e25bb12b-f88b-41c5-951e-a36d4b94008f,TCGA-XX-A89A-01A-11R-A36F-07
c3b9e954-9acd-481d-b6d1-86db1e62d037,TCGA-E9-A1N6-01A-11R-A144-07
068841a8-af6a-4925-bad0-586005f59521,TCGA-A8-A06U-01A-11R-A00Z-07
3aad7b0b-9f82-41d0-b3e5-5614afcac6a8,TCGA-BH-A0HA-11A-31R-A12P-07
7afb1455-c2b6-4ae2-95ec-682ae7df34a2,TCGA-BH-A28Q-01A-11R-A16F-07
128bf144-f452-48af-941d-f6069e3bb0bb,TCGA-AR-A1AS-01A-11R-A12P-07
07478a1d-adbe-4fa7-858b-0edb74171eec,TCGA-OL-A5RY-01A-21R-A28M-07
e3a49d98-c7d6-45a1-a8cb-33bab31186c2,TCGA-D8-A27R-01A-11R-A16F-07
842b0c9e-a03d-4074-b0fe-be8d0e056c7d,TCGA-GM-A2DF-01A-11R-A180-07
f0a63361-78bb-4a7f-9d78-31f7b2980ba2,TCGA-C8-A137-01A-11R-A115-07
19318058-604e-4c3b-a037-eab07708ff82,TCGA-D8-A3Z5-01A-41R-A24H-07
27aab1a6-96af-4dc1-b9ce-4690ead0d355,TCGA-A8-A075-01A-11R-A084-07
bf26a3fb-39a8-4eff-b801-a7dd915e73f5,TCGA-AO-A12G-01A-11R-A10J-07
b46720bc-7f5a-4bf4-a2a3-3d9fe500d193,TCGA-C8-A1HI-01A-11R-A137-07
097a38f3-a6c5-4267-8648-cd04e2bd9984,TCGA-E9-A247-01A-11R-A169-07
7dcadaff-5d95-4ba6-9ce7-50bb2e5f17aa,TCGA-C8-A138-01A-11R-A115-07
83f2e26b-fefd-4027-ac5e-fa204ec9f084,TCGA-EW-A6SB-01A-12R-A32P-07
d0dcec39-c407-4593-98e3-133714cf2f7b,TCGA-EW-A3E8-01B-11R-A24H-07
4cac7145-605b-43d2-a1e3-309971cbe173,TCGA-A2-A04X-01A-21R-A034-07
0caa1750-ec80-484f-9097-1e90fbfa41c2,TCGA-E2-A1B0-01A-11R-A12P-07
90617797-d2c7-4c49-bffe-b2bea96a7cf1,TCGA-A7-A13G-11A-51R-A13Q-07
2ff175d2-100f-4ce8-8d1e-b3b95b41ae56,TCGA-AN-A0FT-01A-11R-A034-07
c4241ab5-95b7-4870-aaed-55541756c42f,TCGA-A8-A08C-01A-11R-A00Z-07
71ce6854-2231-48ad-ba1b-54bb4ec7d713,TCGA-C8-A12V-01A-11R-A115-07
56be281f-e85c-4dcb-9d75-cd9ae3430bbe,TCGA-A8-A093-01A-11R-A00Z-07
67317cce-4a8c-4313-bb26-4ef7759071b9,TCGA-EW-A1PH-01A-11R-A14M-07
507952aa-23c0-4239-ae19-04d8f862acc2,TCGA-A1-A0SK-01A-12R-A084-07
26415014-f0fe-4b7c-b9dc-2a6f85d47a5e,TCGA-D8-A1XA-01A-11R-A14D-07
2cd221ee-4d29-4f40-ab4c-780cc9045c5a,TCGA-E2-A1B5-01A-21R-A12P-07
2d75b6a1-0f93-4c6a-9554-73a214969c6b,TCGA-E9-A1N4-11A-33R-A14M-07
23bf74db-bb4e-44c5-8473-e651b818e460,TCGA-A7-A0CE-11A-21R-A089-07
d721071e-6c0e-46df-9158-1fe37a64f1ed,TCGA-A2-A25E-01A-11R-A169-07
51886a03-7aee-4b58-806f-906a29bfad0c,TCGA-D8-A141-01A-11R-A115-07
bb1ee078-38d1-4e5d-af50-50754fce7112,TCGA-BH-A6R9-01A-21R-A32P-07
9e5ecae5-faf0-41a2-a795-d1b4db79486a,TCGA-E2-A1LS-11A-32R-A157-07
987d401a-3e68-414e-8067-afe277b02fad,TCGA-A2-A0ES-01A-11R-A115-07
d9de4dd4-6dd8-4a78-901a-35251c228ec6,TCGA-E9-A1R0-10A-01D-A898-36
e9c20e68-bcce-49a9-905b-dcbd32e54ace,TCGA-A2-A3XS-10A-01D-A22W-01
fb32f0b1-4fb7-43d5-8091-dc13a1f6d9e8,TCGA-A8-A06R-01A-11R-A00Z-07
f7b5d569-1a46-4f23-bfca-a46daacda793,TCGA-AR-A24N-01A-11R-A169-07
57261a8f-2b7f-439a-9c68-6b3a22f8283a,TCGA-A2-A0T4-10A-01D-A087-01
8ec6a2d5-2ae1-4457-934b-a80094e08b06,TCGA-A8-A09R-01A-11D-A88Z-36
b1d29048-b913-40d9-bb58-97c107b95e8d,TCGA-A7-A426-01A-22R-A24H-07
c6a4afd8-8044-475f-b4fd-a1b4cb922976,TCGA-E2-A1BC-11A-32R-A12P-07
017a228b-af6a-46a0-840f-f50d64f4e434,TCGA-A2-A04T-10A-01D-A89H-36
430184b1-040d-4b3a-863d-1e6c71009d93,TCGA-A7-A56D-01A-11R-A27Q-07
99502a82-c77e-482b-8589-82d9ef82d5d1,TCGA-E2-A15O-01A-11R-A115-07
bac32c25-9fd8-48bb-8955-69860627335d,TCGA-E2-A106-10A-01D-A10L-01
b12eb590-cf0c-40c7-9954-1ac1c7c60b04,TCGA-EW-A6SA-10A-01D-A32H-01
15e249cf-4c45-4006-84fd-899f9927e376,TCGA-E2-A15F-01A-11R-A115-07
f63b0a6f-90dc-44af-8b50-7eb4915ddb83,TCGA-AO-A0JF-10A-01D-A059-01
59222a3b-ee1c-4dd9-a07a-6e8d06bd7a4f,TCGA-OL-A5D6-10A-01D-A27O-01
95e62ce1-e676-4f24-8b50-e13392527970,TCGA-AC-A2QI-01A-12D-A89B-36
8873e162-5fff-453f-9b19-206489d94241,TCGA-LL-A5YN-10A-01D-A28D-01
36b633c9-82cc-48a7-b378-8ec4550d6350,TCGA-E2-A15D-10A-01D-A113-01
38761a87-68d1-4d67-a3f6-aa5cf3ebe434,TCGA-B6-A0X4-10A-01D-A107-01
50c7c034-fccb-4eb1-b8db-e0a5d9e50172,TCGA-A7-A13D-01A-13R-A12P-07
adbdd2a1-c606-4101-8c37-be2d2109d515,TCGA-AN-A03X-10A-01D-A89H-36
97caa810-3117-431d-90ed-42f614889729,TCGA-LL-A5YM-01A-11D-A89D-36
659f84a0-df18-44a4-8b82-ebaec356153d,TCGA-S3-A6ZH-01A-22R-A32P-07
bc4d7cab-0e85-41d5-b374-c8e429615415,TCGA-EW-A1IZ-01A-11D-A13J-01
c7db3ef0-0440-4fcf-a18b-c70b3f88e327,TCGA-A8-A092-01A-11R-A00Z-07
7e84aaf6-2dfe-4929-8fc6-1ac5fb0bf9cf,TCGA-AC-A3TN-01A-11D-A227-01
e462c284-583f-4ad0-8041-81f30afb0b61,TCGA-S3-AA15-10A-01D-A41E-01
0a78f449-602a-42ff-af14-f3beab156dc5,TCGA-AC-A3W6-10A-01D-A229-01
2377e521-919f-4f6f-b426-ddc993775597,TCGA-AR-A1AU-01A-11R-A12P-07
1d9e3f45-0152-48f1-ab7a-4480f0680a61,TCGA-BH-A0E1-01A-11D-A059-01
f6cb208f-cc43-4245-8392-dc5ada57bb9b,TCGA-A8-A08R-01A-11R-A034-07
d4484f8d-2891-4a5a-85f3-0b59ada859a6,TCGA-D8-A1Y1-01A-21D-A14J-01
8177b6ac-7c53-4836-8e23-abf8910da185,TCGA-E9-A1RD-10A-01D-A160-01
fcee4acc-461d-4960-a84e-f770580e6597,TCGA-GM-A4E0-01A-12D-A25N-01
eaf40a06-27b0-4166-93d1-25d7d852cdfa,TCGA-BH-A1FC-11A-32D-A13N-01
14e7971f-4b66-4a70-adb0-88eb46f5f90d,TCGA-BH-A0HO-01A-11D-A036-01
c148d13a-c55c-44cd-94c2-d44c96cd20aa,TCGA-AQ-A04H-01B-11D-A10L-01
7c196890-04a5-496b-ae10-43b95be57d58,TCGA-D8-A73X-01A-11R-A32P-07
1b8ab236-7fa1-4d83-8b0e-63156bb92c20,TCGA-D8-A1XQ-10A-01D-A899-36
90e4a0b5-921e-4ab2-a229-4c0d5916b366,TCGA-AR-A1AI-10A-01D-A12N-01
b4835808-46fa-4b6c-a933-92acc9908319,TCGA-A7-A6VW-01A-21R-A33J-07
95775d9a-4f7f-47c9-806b-acea8e01d40e,TCGA-BH-A0HP-01A-12R-A084-07
546b329e-9378-4672-8b3d-bcd635e42967,TCGA-EW-A1P0-10A-01D-A141-01
da05713f-d27c-4781-ac3f-945126afffdf,TCGA-LD-A66U-01A-11D-A31T-01
1479c033-ebe7-423d-8460-bbe84fd5ffb6,TCGA-BH-A0DG-11A-43R-A12P-07
d2b7f75b-68b2-403d-84bb-ef0c10fdba61,TCGA-C8-A12U-01A-11D-A744-36
975148be-4e24-4d74-acca-2556704f63ad,TCGA-A8-A09Z-01A-11D-A88Z-36
693020a4-1a87-45b7-a35d-5800cb9b6c33,TCGA-C8-A26W-01A-11D-A16C-01
97dbbbc5-cd1a-4bb8-99c5-600870ccd35d,TCGA-GM-A2DC-01A-11R-A18M-07
472954c6-32c2-4049-8c25-11aba98ab8f9,TCGA-AO-A03T-10A-01D-A89H-36
19264a73-b106-4b24-be01-0a9a137c6de9,TCGA-D8-A1J8-01A-11R-A13Q-07
8c3fc6e8-7ff9-4074-b19c-c70d254962bb,TCGA-E9-A1N9-01A-11D-A897-36
386ce911-e1c2-4d68-b0a3-aac157e1a555,TCGA-PE-A5DE-01A-11R-A27Q-07
91b92e7f-e5ba-4dba-97b1-a9625a4cfc68,TCGA-E9-A1RA-01A-11D-A14F-01
8c24353c-85a2-4fa0-bca1-a857de000fa9,TCGA-A2-A0YE-01A-11D-A107-01
a542178a-a338-40d4-be52-b9a71af89b58,TCGA-AO-A03T-01A-21R-A034-07
b15912bb-bbd2-47f5-afde-ea6256a9bae2,TCGA-C8-A12Z-10A-01D-A892-36
33234c1c-8234-4829-b163-2a924866f7d9,TCGA-E9-A1RH-10A-01D-A166-01
53001acd-140b-450d-8001-d95fc60c0339,TCGA-PL-A8LX-01A-11D-A41E-01
930a16cb-0a97-47a4-8c12-effa939be38b,TCGA-A8-A0A6-01A-12D-A88Z-36
31fb0bf5-7130-4363-a0f3-b29fe39a5eda,TCGA-AO-A125-01A-11D-A894-36
c13c22f1-c4c2-4234-ac21-9ce03d887af6,TCGA-A7-A425-10A-01D-A89C-36
79f97f73-b650-49cf-8654-53038a6c0de7,TCGA-AO-A03L-01A-41R-A056-07
136df0c2-a2a4-42e9-9cc6-9051d4f4c13d,TCGA-A2-A04V-01A-21R-A034-07
feb9cf6b-5aef-4a31-b1b6-b808515d6c2a,TCGA-BH-A18Q-11A-34D-A12A-01
19cc4801-aac3-4ba9-aef6-b6904d0dd05e,TCGA-AN-A0G0-10A-01D-A891-36
635084ad-0b62-4217-bc6f-e2a8c1326aee,TCGA-5T-A9QA-01A-11R-A41B-07
9737c403-08e4-4ace-bf9b-88e84a51cb84,TCGA-AO-A12D-10A-01D-A113-01
cbb496f7-5b14-45da-96b0-98cb70a632e2,TCGA-D8-A1JU-10A-01D-A897-36
9212664e-d893-40b0-aded-b4525b6f9c16,TCGA-BH-A0HK-10A-01D-A891-36
1a72e741-6ecf-4523-9333-5afc115d8604,TCGA-AO-A126-01A-11D-A10L-01
9e056a2a-a643-478a-b96c-85d5221f487a,TCGA-A7-A0DC-11A-41R-A089-07
06fc39a9-8059-4ac7-9b2b-64f6c7d3b8a1,TCGA-UL-AAZ6-01A-11R-A41B-07
2e6baa15-85d7-43b0-8a89-a0dc169ae16a,TCGA-AC-A3HN-01A-11R-A213-07
c3f4adee-86da-42fa-b37a-d48d66f89e09,TCGA-A2-A0EQ-01A-11R-A034-07
c64a0adb-56a8-4966-9dd9-1acd789c1bb3,TCGA-A8-A07J-01A-11R-A00Z-07
db5aadbb-3042-4c20-8235-ccd19634d9d3,TCGA-AC-A62V-01A-11R-A31O-07
f205f47f-bd57-42bf-a702-4a17d4391411,TCGA-B6-A0IM-01A-11R-A034-07
b0e49ee8-40e0-4edf-bcde-277a0fe1d12f,TCGA-AC-A2BM-01A-11R-A21T-07
1936f1a9-66bc-4e48-8189-f0e3a67a5593,TCGA-BH-A0DT-01A-21R-A12D-07
1a4e1855-911d-4eb4-bc77-547bc3b8e063,TCGA-PL-A8LY-01A-11R-A41B-07
d8ac1c2a-1820-4174-99e3-524b334df490,TCGA-BH-A1EW-11B-33R-A137-07
9b03a281-22c7-4ad4-b1c8-ba7eed0e8c5b,TCGA-E9-A22H-01A-11R-A157-07
cd2dcf58-da3a-4070-b42f-07d0102a342e,TCGA-EW-A1PG-01A-11R-A144-07
cdd283b5-8dea-4736-859c-f1a2bbda57c2,TCGA-D8-A1X7-01A-11R-A14M-07
28aa7b6c-d5ec-4aa1-9c39-70d571efe6fb,TCGA-A2-A0EP-01A-52R-A22U-07
64f43094-8e51-440d-b142-2b1eeba34e9f,TCGA-BH-A1FE-06A-11R-A213-07
051a1102-a815-4b39-b903-80d8b4a2348f,TCGA-AO-A0J8-01A-21R-A034-07
04e03ae1-b2f3-446d-862d-172fea6320de,TCGA-A7-A0CE-01A-11R-A00Z-07
392edd04-fdec-4eb7-ba2e-cef02519c219,TCGA-E9-A1RC-11A-33R-A157-07
10d1a1f0-c89b-4b1e-93fa-7c6fd7f5bb8f,TCGA-AN-A0XL-01A-11R-A10J-07
3eadce70-ba3d-4806-b112-6ac83bc89dc4,TCGA-BH-A0C0-01A-21R-A056-07
0877bc64-fbf4-427f-a889-21a4a9102600,TCGA-D8-A1XV-01A-11R-A14M-07
9b47ed32-440b-4e50-93f9-5aeb56f03397,TCGA-AR-A24K-01A-11R-A169-07
19baf63b-8488-4b90-83b7-a6c671da0095,TCGA-BH-A18V-01A-11R-A12D-07
c7aeba7e-b78e-4586-a4dd-8a04cc440737,TCGA-BH-A18Q-01A-12R-A12D-07
87b7171a-7340-4e1e-849b-c52351f23ab0,TCGA-A7-A4SE-01A-11R-A266-07
0e89f9f0-419f-46e7-981d-781a1302e4be,TCGA-BH-A18S-11A-43R-A12D-07
3f44f7ab-7299-4b8e-b2b9-16ed5291e727,TCGA-OL-A66I-01A-21R-A29R-07
8ca11193-5883-4b75-9e34-f9dcbf7040a7,TCGA-B6-A0WW-10A-01D-A893-36
67eceef4-f870-47a0-82d8-b39aa3282bd3,TCGA-D8-A1JU-01A-11R-A13Q-07
8f6f9c08-a222-4c44-bd9b-cd92001bc49f,TCGA-C8-A12P-10A-01D-A894-36
b8f0f341-6964-47bf-ab05-dc6fa9d93fc3,TCGA-BH-A0H5-11A-62D-A111-01
1dacd81b-9266-4fc8-a57d-2b13d89b6329,TCGA-Z7-A8R6-01A-11D-A41E-01
08f10103-a356-404c-bc33-0eeff34dc3e6,TCGA-A2-A04U-10A-01D-A113-01
b8dc14c5-5c8a-4481-9fcb-575be0937381,TCGA-AR-A256-10A-01D-A89A-36
44d18c44-618f-4961-b45d-bf97b195c7d7,TCGA-AO-A0JA-01A-11D-A059-01
59c3cb45-ca6e-40ad-a3f0-9b496b934aa5,TCGA-E9-A3Q9-01A-11R-A21T-07
d09d6608-1dba-443c-beb0-ebb9e3c0e049,TCGA-E9-A3Q9-01A-11D-A21P-01
51a99925-8e6b-418a-a4ca-e902a09575ab,TCGA-A8-A06R-10A-01D-A012-01
0cd3e73f-0baf-4e6b-92e4-f8b15ff2a4ae,TCGA-EW-A1OW-01A-21D-A141-01
00b13ccf-ad7c-4613-8366-7c583a399691,TCGA-BH-A18M-01A-11R-A12D-07
f474cca1-7305-4ce8-8780-10fd45d84018,TCGA-AC-A2FM-01A-11D-A19X-01
ce53c8d2-5655-4fde-b134-1ef5a269e569,TCGA-AC-A3OD-01B-06R-A22O-07
ba6c1712-019d-4f02-ba88-029c40a307ef,TCGA-E9-A5FL-01A-11D-A27O-01
8c3344f9-0cff-40f4-9900-fa6ea0c7094b,TCGA-E2-A106-01A-11D-A894-36
21d70d10-7f7b-4973-920e-ed19f90c8ce9,TCGA-BH-A1FU-11A-23D-A14F-01
bb81a9e0-6834-434d-a115-9018eccbfe26,TCGA-BH-A0H6-01A-21D-A060-02
83707590-e4c8-4e06-98d5-f6c5dc710d1b,TCGA-E9-A1RG-01A-11R-A14D-07
628916b5-1d4d-425f-aa1d-b12abc0c14a9,TCGA-A8-A090-01A-11D-A011-01
38e211d2-7ef5-4936-beec-00b6dcfd1e91,TCGA-E2-A576-01A-11D-A31T-01
aaa5d2d1-b118-4b94-a7eb-8137968c2a82,TCGA-E2-A158-10A-01D-A895-36
2b660e59-bc5b-45a7-ade5-1f915e075cd2,TCGA-D8-A1JL-01A-11D-A13J-01
1ca86ab0-2f8a-4cd3-81b8-d19e8579b1d6,TCGA-A2-A25A-01A-12R-A16F-07
59e620cf-83f6-4776-ad5a-5e8a58355522,TCGA-A2-A04R-10B-01D-A107-01
ab376bc2-8a19-4c4f-adea-0a9a96cd775a,TCGA-B6-A1KF-10A-01D-A897-36
d2b135fd-f66c-46bc-b791-581cea1e8a3c,TCGA-AR-A1AM-10A-01D-A895-36
37bf6454-a4e7-4e00-9562-57ba6fd58b6d,TCGA-AR-A1AM-01A-41R-A22K-07
4af55932-ab7a-41e5-aa7f-fb16ab18c629,TCGA-BH-A0H6-01A-21R-A056-07
5747f0b9-2dc0-44c8-ba67-08ac827ec8c2,TCGA-AO-A0J4-01A-11D-A892-36
5fe2671d-4314-444b-adc1-64bbc6a85aab,TCGA-D8-A1JL-01A-11R-A13Q-07
108682b0-d669-4f28-91f2-dfeaf5c87775,TCGA-E2-A156-10A-01D-A12A-01
7e2ff32c-0c70-4524-a54c-1b4e4b33cf01,TCGA-A1-A0SD-10A-01D-A113-01
cc7ea1eb-4947-4030-ace5-673e9441a9a8,TCGA-E2-A15D-01A-11R-A115-07
9b13d7e4-d265-4c0b-8aa3-5b4af70ff87d,TCGA-EW-A1IY-01A-11R-A13Q-07
6a936606-557f-4f52-b778-5394aa305c3e,TCGA-OL-A6VO-10A-01D-A33G-01
9e2af93e-5d54-4cc7-a5e2-5a264bb31745,TCGA-D8-A1J8-01A-11D-A13J-01
2853f5ad-1c0b-4cb3-aa65-7dc330772f30,TCGA-E2-A2P6-01A-11D-A19X-01
675ac228-c2b7-4a64-b9f4-7b6cd706d1d8,TCGA-BH-A0HY-01A-11D-A059-01
c94fb480-7f46-4c24-bcb1-26f66a57c45a,TCGA-A2-A0YE-01A-11R-A109-07
c974aea6-f99d-468f-bacb-c7f01ea2b425,TCGA-A7-A4SD-11A-43D-A25N-01
ab3e325a-5124-4103-8380-805217b37b6b,TCGA-AR-A2LK-01A-11D-A89B-36
8df37220-e827-47d6-9574-0514f0d1f510,TCGA-C8-A12Z-10A-01D-A113-01
